location,type,bedrooms,bathrooms,parking,log_area,log_price
Usaquén,Apartamento,2,2.0,1,4.219507705176107,20.009915949068947
Usme,Apartamento,5,5.0,1,4.442651256490317,19.92475814072864
Kennedy,Apartamento,2,1.0,0,5.6240175061873385,19.25358986688747
Fontibón,Apartamento,2,2.0,0,5.6240175061873385,19.249232561518514
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.283570699099407
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.279342362989883
Nueva Castilla,Apartamento,1,1.0,0,5.6240175061873385,19.11382792451231
Barrios Unidos,Casa,3,4.0,1,5.272999558563747,20.47480447764791
Barrios Unidos,Apartamento,3,2.0,0,4.02535169073515,19.67344371244773
Alhambra,Casa,1,2.0,1,5.521460917862246,21.31105250184853
Santa Barbara,Casa,3,3.5,1,5.605802066295998,20.985630101413904
Chapinero Central,Oficina,3,1.0,0,3.9318256327243257,19.162618088681743
El Chicó,Oficina,3,2.0,0,3.258096538021482,19.008467408854486
Los Rosales,Apartamento,3,2.0,0,5.356586274672012,21.282881624881835
Fontibón,Apartamento,2,1.0,0,3.4657359027997265,19.33697147582652
Nicolas De Federman,Apartamento,3,2.0,1,4.897839799950911,20.44882899124465
Cedritos,Apartamento,4,4.0,1,4.812184355372417,20.292482920853956
Barrancas,Oficina,1,2.0,0,5.6240175061873385,20.560746907448635
Barrios Unidos,Casa,3,4.0,1,5.6240175061873385,20.985630101413904
Suba,Apartamento,2,2.0,0,3.7612001156935624,19.467999738232926
Usaquén,Apartamento,3,3.5,1,4.890349128221754,20.595432465436527
Teusaquillo,Apartamento,3,5.0,1,5.19295685089021,21.038076576786445
Colinas De Suba,Apartamento,3,3.0,1,5.220355825078324,20.818576016750736
Teusaquillo,Apartamento,1,1.0,0,5.6240175061873385,19.19770940849301
Kennedy,Apartamento,2,1.0,0,5.6240175061873385,19.231610960168695
Fontibón,Apartamento,2,1.0,0,5.6240175061873385,19.402759216364522
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.279342362989883
Kennedy,Apartamento,2,1.0,0,5.6240175061873385,19.073005929992057
Teusaquillo,Apartamento,1,1.0,0,5.6240175061873385,19.19770940849301
Kennedy,Apartamento,2,1.0,0,5.6240175061873385,19.231610960168695
Fontibón,Apartamento,2,1.0,0,5.6240175061873385,19.402759216364522
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.279342362989883
Kennedy,Apartamento,2,1.0,0,5.6240175061873385,19.073005929992057
Los Lagartos,Casa,4,3.5,1,5.521460917862246,20.818576016750736
Chapinero Alto,Apartamento,2,2.5,0,4.30406509320417,19.879295766651882
Santa Barbara,Apartamento,3,3.0,0,5.062595033026967,20.530893944298956
Modelia,Casa,5,7.0,1,5.771441123130016,21.29141652733167
Suba,Casa,4,6.0,1,6.309918278226516,21.886416646752092
San Patricio,Apartamento,2,3.0,1,4.465908118654584,20.818576016750736
Niza,Casa,3,4.0,1,6.1092475827643655,21.911109259342464
Usaquén,Apartamento,3,3.5,1,5.043425116919247,20.292482920853956
Chapinero Central,Apartamento,1,1.0,0,3.1780538303479458,19.33697147582652
Los Rosales,Apartamento,2,2.0,0,5.356586274672012,21.365119723118806
Usaquén,Apartamento,3,4.0,1,5.703782474656201,21.46520318167579
Suba,Casa,3,4.0,1,5.480638923341991,21.365119723118806
Usaquén,Apartamento,3,3.0,1,4.499809670330265,20.487543503425343
Santa Barbara,Apartamento,3,3.5,0,5.209486152841421,20.905587393740365
Puente Largo,Apartamento,3,3.0,1,4.672828834461906,20.069339369539748
Palermo,Casa,14,6.0,0,5.991464547107982,21.128730945054574
Colinas De Suba,Apartamento,3,4.5,0,5.6240175061873385,21.41140047568281
Usaquén,Apartamento,4,4.0,1,4.59511985013459,20.13447867171071
Nueva Autopista,Apartamento,2,3.0,1,5.6240175061873385,20.292482920853956
La Salle,Apartamento,3,2.0,0,5.963579343618446,20.493852672618605
Fontibón,Apartamento,2,1.0,0,4.430816798843313,19.432281655630845
Bella Suiza,Apartamento,2,2.5,1,4.532599493153256,20.292482920853956
Usaquén,Apartamento,2,2.0,0,3.9889840465642745,19.186148586091935
Suba,Apartamento,2,2.0,1,3.6375861597263857,19.781657297087968
Cantagallo,Casa,3,2.0,0,4.941642422609304,20.461901072812005
Usaquén,Apartamento,3,2.0,1,5.6240175061873385,19.781657297087968
Suba,Casa,4,3.0,1,4.941642422609304,20.60673202069046
Suba,Casa,4,3.0,1,4.941642422609304,20.60673202069046
Usaquén,Apartamento,3,2.0,1,4.174387269895637,19.755681810684706
San Patricio,Apartamento,3,3.0,1,5.117993812416755,20.63988422800736
Suba,Casa,4,3.0,0,5.6240175061873385,21.46520318167579
Nueva Castilla,Apartamento,1,1.0,0,5.6240175061873385,19.11382792451231
San Cristobal,Apartamento,3,1.0,1,5.6240175061873385,19.92475814072864
Fontibón,Apartamento,2,1.0,0,5.6240175061873385,19.09362521719479
Teusaquillo,Casa,7,4.0,0,5.6240175061873385,20.617905321288585
Niza,Apartamento,3,2.0,1,4.709530201312334,20.292482920853956
San Patricio,Apartamento,1,1.0,0,3.7612001156935624,20.009915949068947
Niza,Apartamento,3,2.0,0,5.2574953720277815,21.094829393378895
Gran Granada,Apartamento,3,2.0,0,4.430816798843313,19.739766355378805
El Retiro,Apartamento,2,3.0,0,4.983606621708336,21.380785839863204
Cerros De Suba,Apartamento,3,4.0,0,5.111987788356544,21.02337042939675
Cerros De Suba,Casa,3,3.0,0,5.575949103146316,20.86302777932157
Chapinero,Apartamento,3,3.0,0,5.393627546352362,21.635548547423028
Colinas De Suba,Apartamento,4,5.0,0,6.18826412308259,21.734866748624892
Usaquén,Apartamento,3,5.0,0,5.298317366548036,21.161520767877565
Ricaurte,Apartamento,2,1.0,0,3.4011973816621555,19.186148586091935
Ricaurte,Apartamento,2,2.0,0,4.406719247264253,19.879295766651882
Usaquén,Apartamento,3,4.0,0,5.1647859739235145,21.31105250184853
Nueva Zelandia,Casa,3,3.0,1,5.147494476813453,20.560746907448635
Nueva Zelandia,Casa,3,3.0,1,5.147494476813453,20.560746907448635
El Chicó,Apartamento,1,1.0,0,3.7376696182833684,19.86759972688869
Suba,Casa,5,6.0,1,6.29156913955832,21.97602880544178
Teusaquillo,Casa,4,6.0,1,5.6240175061873385,21.676784115783324
Nicolas De Federman,Apartamento,4,4.0,0,5.241747015059643,20.985630101413904
Kennedy,Apartamento,3,2.0,0,3.8066624897703196,19.162618088681743
Chico Norte Ii,Apartamento,3,4.0,1,4.897839799950911,20.43558376449463
El Retiro,Apartamento,3,3.0,1,5.225746673713202,21.31105250184853
Teusaquillo,Apartamento,6,5.0,1,4.897839799950911,20.337603356134426
La Calleja,Casa,2,2.0,1,5.6240175061873385,20.52237289456702
La Calleja,Apartamento,3,2.5,1,4.736198448394496,20.649619296778113
Fontibón,Apartamento,3,2.0,1,5.6240175061873385,20.49133377959912
Usaquén,Apartamento,4,4.0,0,5.384495062789089,21.193269466192145
Bella Suiza,Apartamento,4,3.0,0,5.081404364984463,20.43558376449463
Fontibón,Apartamento,2,1.0,0,3.6375861597263857,19.519293032620475
El Chicó,Apartamento,4,4.0,0,5.14166355650266,20.89721914406985
Castilla,Casa,5,2.0,1,5.3471075307174685,20.394761769974377
Chico Norte,Oficina,3,2.0,0,4.553876891600541,20.671972542558862
Bella Suiza,Apartamento,3,3.0,0,4.672828834461906,20.337603356134426
Usaquén,Apartamento,3,4.0,0,5.342334251964811,21.282881624881835
Santa Ana,Apartamento,3,2.0,0,4.624972813284271,20.261230377349854
Santa Barbara,Apartamento,3,2.0,0,5.6240175061873385,20.261230377349854
Chico Norte,Apartamento,3,3.0,0,5.2574953720277815,20.70306312962889
Santa Barbara,Apartamento,4,4.0,0,5.111987788356544,20.86302777932157
Usaquén,Apartamento,1,1.0,0,3.5553480614894135,19.11881546602335
El Retiro,Apartamento,2,4.0,0,5.003946305945459,21.53419605316274
Teusaquillo,Apartamento,3,3.0,0,4.382026634673881,20.617905321288585
Suba,Casa,4,5.0,1,6.336825731146441,21.77058483122697
El Chicó,Apartamento,2,3.0,0,4.882801922586371,20.60673202069046
Suba,Apartamento,2,1.0,0,3.6109179126442243,18.912323548301583
Chapinero,Apartamento,3,3.0,0,5.247024072160486,20.617905321288585
Galerias,Apartamento,1,1.0,0,3.6109179126442243,19.3761921889798
La Felicidad,Apartamento,3,1.0,0,5.6240175061873385,19.502485914304096
Kennedy,Apartamento,3,2.0,0,5.6240175061873385,19.59316288118693
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.279342362989883
Bella Suiza,Apartamento,3,3.0,0,5.6240175061873385,20.009915949068947
Teusaquillo,Apartamento,4,3.0,1,5.6240175061873385,20.292482920853956
Puente Largo,Apartamento,3,2.5,1,5.0369526024136295,20.60673202069046
La Soledad ,Casa,4,4.0,1,5.886104031450156,21.231287533379668
Kennedy,Apartamento,2,1.0,0,5.6240175061873385,19.262247929630583
Colinas De Suba,Casa,4,4.0,1,5.7745515455444085,21.75288525412757
Suba,Casa,5,6.0,1,5.991464547107982,21.734866748624892
Usaquén,Apartamento,1,1.0,0,3.5553480614894135,19.25358986688747
Suba,Apartamento,3,1.0,0,5.6240175061873385,19.42131262426027
Alhambra,Casa,5,4.0,1,5.6240175061873385,20.871685842064686
El Batán,Apartamento,2,2.0,1,3.9512437185814275,19.781657297087968
Las Orquideas,Apartamento,3,2.0,1,4.23410650459726,19.583831553758046
Barrios Unidos,Apartamento,1,1.0,0,3.970291913552122,20.292482920853956
Barrios Unidos,Apartamento,1,1.0,0,3.367295829986474,20.080811770701985
San Antonio Norte,Apartamento,3,3.0,0,4.189654742026425,19.73440441223742
Teusaquillo,Apartamento,2,2.0,0,4.204692619390966,20.4418593649903
Teusaquillo,Apartamento,1,1.0,0,3.4011973816621555,19.697192325603844
Chapinero,Apartamento,2,3.0,0,5.147494476813453,21.75288525412757
Barrios Unidos,Casa,4,5.0,1,5.857933154483459,20.94640938826062
Usaquén,Apartamento,3,3.0,1,4.564348191467836,20.394761769974377
Usaquén,Apartamento,3,4.5,1,4.882801922586371,20.487543503425343
Cerros De Suba,Casa,4,4.0,1,5.736572297479192,21.31105250184853
Usaquén,Apartamento,4,4.0,0,5.69035945432406,20.86962509950287
Usaquén,Apartamento,3,3.0,1,4.564348191467836,20.394761769974377
Usaquén,Apartamento,3,4.5,1,4.882801922586371,20.487543503425343
Cerros De Suba,Casa,4,4.0,1,5.736572297479192,21.31105250184853
Usaquén,Apartamento,4,4.0,0,5.69035945432406,20.86962509950287
Chapinero,Apartamento,1,1.0,1,3.8066624897703196,20.14344734169347
Puente Aranda,Apartamento,2,2.0,0,4.07753744390572,19.922533445706527
El Chicó,Apartamento,3,4.0,0,5.278114659230517,21.51172319731068
Suba,Apartamento,3,1.0,1,5.6240175061873385,19.488833825135767
San Cristobal,Casa,8,5.0,1,6.075346031088684,20.125428836190792
Nueva Castilla,Apartamento,1,1.0,0,3.5553480614894135,19.04661917481886
Fontibón,Apartamento,2,1.0,0,5.6240175061873385,19.103272410572796
Cabrero,Apartamento,2,2.0,0,4.330733340286331,20.999381273026728
Alameda,Casa,4,3.0,0,5.135798437050262,19.946737047447414
Engativa,Local,3,2.0,0,4.90527477843843,21.3265354658687
Cabrero,Apartamento,3,3.0,0,4.77912349311153,21.487337355843056
Usaquén,Apartamento,3,2.0,0,4.174387269895637,19.855765269241687
Suba,Apartamento,3,2.0,0,4.787491742782046,19.855765269241687
Usaquén,Apartamento,4,3.0,1,5.765191102784844,21.66092659455676
San Patricio,Apartamento,4,4.0,1,5.765191102784844,21.66092659455676
Alhambra,Casa,4,4.0,0,5.886104031450156,20.905587393740365
Usaquén,Apartamento,2,2.0,1,4.418840607796598,20.16114691879287
Niza,Apartamento,3,3.0,0,5.19295685089021,20.772056001115843
San Patricio,Apartamento,3,4.0,1,4.804021044733257,20.43558376449463
Nueva Zelandia,Apartamento,2,1.0,0,3.6635616461296463,19.348900046691796
Santa Barbara,Apartamento,4,3.0,0,5.6240175061873385,20.427576833070226
El Batán,Apartamento,3,3.0,0,4.812184355372417,20.307750392984744
Suba,Casa,4,5.0,0,5.60947179518496,21.31105250184853
Tintala,Apartamento,3,2.0,0,4.110873864173311,19.519293032620475
El Retiro,Apartamento,3,4.0,0,4.762173934797756,21.416413017506358
Suba,Casa,4,4.0,1,4.976733742420574,20.46824454673418
Usaquén,Apartamento,3,5.0,0,5.501258210544727,21.128730945054574
Teusaquillo,Apartamento,1,1.0,0,3.1780538303479458,19.485391480944795
Cedritos,Apartamento,3,3.0,0,4.634728988229636,20.617905321288585
Niza,Casa,5,7.0,0,6.118097198041348,21.161520767877565
Usaquén,Apartamento,2,3.0,0,4.499809670330265,20.307750392984744
Suba,Casa,4,2.0,0,4.330733340286331,19.25358986688747
El Virrey,Apartamento,2,3.0,0,4.762173934797756,20.818576016750736
San Cristobal,Casa,8,5.0,0,5.6240175061873385,20.43558376449463
Quinta Camacho,Oficina,3,6.0,0,5.703782474656201,21.618961008836337
Cofradía,Oficina,3,4.0,1,4.477336814478207,20.292482920853956
Niza,Apartamento,3,3.0,0,5.241747015059643,20.572442947211826
Usaquén,Apartamento,2,2.0,1,4.454347296253507,20.19563309486404
Barrios Unidos,Casa,6,5.0,1,5.298317366548036,20.671972542558862
Bella Suiza,Apartamento,2,2.0,1,4.219507705176107,19.806975105072254
Los Mártires,Apartamento,3,2.0,1,3.8066624897703196,19.209138104316636
Fontibón,Apartamento,2,1.0,0,5.6240175061873385,19.3761921889798
Usaquén,Apartamento,1,1.0,1,3.58351893845611,19.162618088681743
Cedritos,Casa,3,2.0,0,4.812184355372417,20.245230036003413
Suba,Casa,3,3.0,0,4.454347296253507,19.98929666186621
Restrepo,Local,5,5.0,1,5.703782474656201,20.71321550109291
Britalia Norte,Apartamento,3,2.0,0,4.2626798770413155,19.69799694250251
Puente Aranda,Apartamento,2,1.0,0,5.6240175061873385,19.316768768509
Barrios Unidos,Apartamento,3,3.0,0,6.371611847231857,21.886416646752092
Colinas De Suba,Apartamento,3,4.0,1,5.402677381872279,21.059738073567623
El Retiro,Apartamento,2,2.0,1,4.1588830833596715,19.946737047447414
Cerros De Suba,Casa,8,6.0,1,5.799092654460526,21.31105250184853
Chapinero,Apartamento,3,4.0,1,5.438079308923196,21.059023532629755
Kennedy,Casa,5,2.0,0,4.77912349311153,19.855765269241687
Colinas De Suba,Apartamento,3,2.0,1,5.6240175061873385,19.67344371244773
Usaquén,Casa,4,6.0,0,5.517452896464707,21.059738073567623
Suba,Local,3,1.0,0,5.209486152841421,21.31105250184853
Los Mártires,Apartamento,2,1.0,0,3.58351893845611,19.296149481306266
Alhambra,Casa,5,4.0,1,5.849324779946859,21.161520767877565
La Calleja,Apartamento,3,2.0,0,4.6913478822291435,20.5001222856322
Chapinero,Apartamento,3,4.0,1,5.298317366548036,20.60673202069046
Chico Norte,Apartaestudio,1,1.0,0,3.1780538303479458,20.040068987239636
Chapinero,Casa,8,5.0,0,5.056245805348308,20.33745628649669
Usaquén,Apartamento,5,6.0,1,5.8289456176102075,21.193269466192145
Suba,Apartamento,2,1.0,0,3.828641396489095,19.481937246076708
Usaquén,Casa,5,4.0,1,5.062595033026967,20.70296108360605
Quinta Camacho,Casa,5,5.0,0,6.003887067106539,21.917188305418847
Usaquén,Casa,8,8.0,0,5.717027701406222,21.917188305418847
Marly,Local,3,2.0,1,5.5134287461649825,21.349738884238363
Los Rosales,Apartamento,1,2.0,1,4.442651256490317,20.40855509210671
Antonio Nariño,Local,3,3.0,0,6.236369590203704,22.03159865659659
Niza,Casa,4,4.0,0,5.703782474656201,21.09758421605774
San Luis,Casa,4,3.0,0,5.521460917862246,21.05256958408901
Galerias,Local,3,2.0,0,5.429345628954441,20.925795984373913
Kennedy,Casa,2,5.0,0,5.981414211254481,20.773007928841224
Suba,Casa,3,2.0,0,5.926926025970411,21.598734574300313
Rafael Uribe Uribe,Casa,8,5.0,0,5.720311776607412,20.5001222856322
Suba,Casa,3,2.0,0,5.926926025970411,21.598734574300313
Rafael Uribe Uribe,Casa,8,5.0,0,5.720311776607412,20.5001222856322
Colina Campestre,Casa,3,3.0,0,5.5093883366279774,20.818576016750736
Pasadena ,Casa,6,4.0,1,5.6131281063880705,21.2240411248589
Teusaquillo,Casa,10,6.0,0,6.371611847231857,21.51172319731068
Las Villas,Casa,5,4.0,0,6.018593214496234,21.128730945054574
El Chicó,Apartamento,1,2.0,1,4.07753744390572,20.08838756451044
Britalia Norte,Apartamento,3,2.0,1,4.2626798770413155,19.696043544364976
Chapinero,Casa,4,4.5,0,5.075173815233827,21.05973093068497
Santa Barbara,Casa,8,4.0,1,6.040254711277414,21.16795165820786
Barrios Unidos,Local,3,4.0,0,6.131226489483141,20.905587393740365
Niza,Casa,10,4.0,0,5.968707559985366,20.94640938826062
Chapinero,Apartamento,2,3.0,1,4.343805421853684,20.238757521497792
Santa Barbara,Apartamento,1,1.0,1,3.4965075614664802,19.296149481306266
Santa Barbara,Apartamento,2,2.0,1,4.477336814478207,20.125428836190792
Niza,Apartamento,3,3.0,1,4.941642422609304,20.434249541481492
Usaquén,Apartamento,3,5.0,0,4.912654885736052,20.905587393740365
Engativa,Casa,7,6.0,0,5.5053315359323625,20.21244021318042
Chico Norte Ii,Apartamento,1,1.0,0,4.204692619390966,20.337603356134426
Niza,Local,3,2.0,0,4.941642422609304,21.31105250184853
Chapinero Central,Apartamento,4,3.5,1,4.912654885736052,20.212440211513755
El Salitre,Apartamento,3,2.0,0,4.248495242049359,19.485391480944795
Chico Norte Ii,Oficina,3,2.0,1,4.007333185232471,19.729013563602543
Las Orquideas,Apartamento,3,2.0,0,4.02535169073515,19.4079889630618
Fontibón,Apartamento,3,4.0,1,4.787491742782046,20.394761769974377
El Chicó,Apartamento,3,3.0,0,4.804021044733257,20.71321550109291
Suba,Casa,5,5.0,1,5.6240175061873385,21.128730945054574
Usaquén,Apartaestudio,1,1.0,0,3.5553480614894135,19.20868345552499
Normandia,Apartamento,3,2.0,1,4.248495242049359,19.806975105072254
Niza,Casa,2,4.0,0,5.6240175061873385,21.299879201250405
Cantagallo,Casa,3,2.5,0,4.060443010546419,19.519293032620475
Verbenal,Local,3,1.0,0,3.2188758248682006,18.60300230074632
Teusaquillo,Local,3,2.0,0,4.51085950651685,20.89952740236049
Santa Fe,Apartamento,2,1.0,0,3.4657359027997265,18.903106893196657
Las Villas,Casa,4,3.5,1,5.476463551931511,20.905587393740365
Chapinero Central,Apartamento,3,4.0,1,5.6131281063880705,20.70306312962889
Chapinero,Apartamento,3,5.0,1,5.655991810819852,21.391095209522067
Chapinero,Apartamento,3,3.0,1,4.820281565605037,20.905587393740365
Usaquén,Apartamento,5,5.0,1,5.8289456176102075,21.639556568820566
El Chicó,Oficina,3,1.0,1,4.418840607796598,20.487543503425343
El Retiro,Apartamento,5,6.0,1,5.8377304471659395,21.886416646752092
Chapinero,Apartamento,4,4.0,1,5.521460917862246,21.391095209522067
Colinas De Suba,Apartaestudio,1,1.0,0,3.4965075614664802,20.047958574514798
Portales Del Norte,Apartamento,3,2.0,1,4.204692619390966,19.644456175574483
Chico Reservado,Apartamento,2,2.5,1,4.804021044733257,20.98639903647678
Bosa La Libertad,Apartamento,2,1.0,0,3.871201010907891,18.858935674883522
Cerros De Suba,Apartamento,4,3.0,1,6.18826412308259,21.78797657393884
Colinas De Suba,Apartamento,3,3.0,1,5.147494476813453,20.6453042954767
Bosque De Pinos,Oficina,3,2.0,0,4.672828834461906,20.671972542558862
Colina Campestre,Casa,4,4.5,1,5.69035945432406,21.115307924722433
Las Villas,Casa,5,5.0,0,5.872117789475416,20.94640938826062
Americas Occidental,Casa,5,3.0,0,4.700480365792417,20.14344734169347
Teusaquillo,Local,3,2.0,0,3.4011973816621555,20.650695144111577
Usaquén,Apartamento,4,4.0,0,4.343805421853684,20.024100584060903
Las Orquideas,Casa,1,6.0,0,5.560681631015528,20.70306312962889
Colinas De Suba,Casa,3,2.5,0,5.049856007249537,20.435570431072406
Barrios Unidos,Casa,5,4.5,1,5.552959584921617,20.44882899124465
Cantagallo,Casa,3,2.5,0,3.9512437185814275,19.450300161133523
Engativa,Apartamento,3,2.0,1,4.204692619390966,19.6146032124248
Barrios Unidos,Local,3,1.0,0,3.044522437723423,19.08851011652802
El Chicó,Oficina,1,1.0,1,3.6888794541139363,19.360688002443837
Usaquén,Apartamento,1,1.0,0,3.6109179126442243,19.06253463012476
Barrios Unidos,Casa,7,3.0,0,6.579251212010101,21.639556568820566
Ricaurte,Apartamento,2,1.0,0,3.5553480614894135,19.42131262426027
Suba,Casa,4,4.0,1,5.768320995793772,20.984860574634872
Suba,Casa,6,7.0,1,5.384495062789089,20.96228273741691
El Batán,Casa,4,5.0,1,5.564520407322694,20.985630101413904
Cerros De Suba,Apartamento,3,4.0,1,5.181783550292085,21.02337042939675
Alhambra,Casa,5,4.0,1,5.459585514144159,20.94640938826062
Chapinero Alto,Local,14,14.0,1,6.182084906716632,21.80507100729814
Modelia,Local,5,8.0,1,6.148468295917647,21.338451476036646
La Sabana,Apartamento,3,5.0,1,5.5053315359323625,21.128730945054574
Alhambra,Casa,4,2.0,1,5.583496308781699,21.128730945054574
Chapinero,Oficina,3,2.0,1,3.970291913552122,19.729013563602543
Barrios Unidos,Casa,10,7.0,0,5.3981627015177525,21.305481456799075
Suba,Casa,3,2.5,1,4.663439094112067,20.671972542558862
Colinas De Suba,Apartaestudio,1,1.0,0,3.871201010907891,19.83166771766263
Puente Aranda,Apartamento,2,2.0,0,4.189654742026425,20.07126059971764
Puente Aranda,Apartamento,3,2.0,0,4.290459441148391,20.139869520345584
Usaquén,Apartamento,5,5.0,1,6.1675164908883415,21.413909887288238
Ciudad Salitre,Local,3,1.0,0,5.332718793265369,21.99148654490349
Puente Aranda,Local,3,1.0,0,4.59511985013459,20.572442947211826
Usaquén,Apartamento,3,2.0,1,4.882801922586371,20.72326583694641
Niza,Apartamento,5,6.0,1,5.886104031450156,21.733046911907905
Centro Internacional,Oficina,3,4.0,1,5.971261839790462,21.391095209522067
Pasadena ,Casa,5,5.0,1,5.934894195619588,21.46520318167579
El Chicó,Apartamento,1,2.0,1,4.804021044733257,20.985630101413904
El Chicó,Apartamento,4,4.0,1,5.575949103146316,21.801675418297002
La Uribe,Apartamento,3,2.0,1,4.0943445622221,19.519293032620475
Chapinero,Apartamento,5,3.0,1,5.762051382780177,21.619353861503047
Chico Reservado,Apartamento,3,3.0,1,4.962844630259907,20.661390433228323
Suba,Apartamento,3,3.0,1,4.882801922586371,20.47480447764791
Usaquén,Apartamento,3,4.0,1,5.568344503761097,21.29424538353215
Chapinero,Apartamento,3,4.0,1,5.666426688112432,21.639556568820566
Santa Barbara,Apartamento,3,2.0,1,4.605170185988092,20.030118656386467
Usaquén,Apartamento,3,3.0,1,4.762173934797756,20.905587393740365
El Retiro,Apartamento,4,4.0,1,5.37989735354046,21.31105250184853
Santa Barbara,Apartamento,3,2.0,1,4.653960350157523,20.21244021318042
Usaquén,Apartamento,3,5.0,1,5.342334251964811,21.2240411248589
Usaquén,Apartamento,6,7.0,1,5.220355825078324,21.886416646752092
Suba,Casa,4,7.0,1,6.336825731146441,21.97602880544178
San Patricio,Apartamento,3,2.0,1,5.049856007249537,20.72326583694641
Los Rosales,Apartamento,3,5.0,1,5.8289456176102075,21.990213440433735
Suba,Casa,7,5.0,0,6.173786103901937,21.059738073567623
San Patricio,Local,3,1.0,0,2.302585092994046,18.683045008419857
El Refugio,Apartamento,2,3.0,1,5.123963979403259,20.86302777932157
Cabrero,Oficina,3,1.0,1,4.430816798843313,20.560746907448635
Cabrero,Apartamento,3,4.0,0,5.697093486505405,21.917188305418847
Bosque De Pinos,Oficina,3,2.0,1,5.209486152841421,21.12013409782906
Ricaurte,Apartamento,2,1.0,0,3.5553480614894135,19.233830716907008
El Contador,Casa,4,4.0,0,5.43372200355424,20.617905321288585
Santa Barbara,Apartamento,4,4.0,1,5.1647859739235145,20.905587393740365
Santa Barbara,Apartamento,3,3.0,0,4.955827057601261,20.560746907448635
Barrios Unidos,Casa,8,3.0,1,5.680172609017068,21.551817654512558
La Sabana,Local,3,1.0,0,5.955837369464831,21.35984266601796
Suba,Casa,3,2.0,1,5.958424693029782,21.82187812561452
Chapinero,Apartamento,3,5.0,1,5.384495062789089,21.349204267812908
La Candelaria,Apartamento,3,2.0,0,4.663439094112067,20.19563309486404
Ciudad Salitre,Oficina,3,1.0,1,4.6913478822291435,20.805843858455553
Barrios Unidos,Casa,9,3.0,1,5.375278407684165,20.905587393740365
Usaquén,Apartamento,3,4.0,0,5.645446897643238,21.162165721140813
Usaquén,Apartamento,2,4.0,0,4.77912349311153,20.86302777932157
Suba,Local,6,5.0,0,5.480638923341991,19.6146032124248
San Patricio,Apartamento,3,3.0,0,5.1647859739235145,21.115307924722433
Los Lagartos,Casa,4,4.0,1,5.6240175061873385,21.141976171804597
Chapinero Central,Apartamento,1,1.0,0,3.367295829986474,19.450300161133523
Chapinero Central,Oficina,3,1.0,0,4.189654742026425,19.89590131426666
La Calleja,Apartamento,2,2.0,1,4.672828834461906,20.359422403529067
Cedritos,Apartamento,1,2.0,1,3.912023005428146,19.729013563602543
Usaquén,Apartamento,3,5.0,1,5.1647859739235145,21.31105250184853
Usaquén,Apartamento,3,3.0,1,4.3694478524670215,19.583831553758046
Santa Fe,Oficina,3,1.0,1,4.189654742026425,19.3567741031227
Usme,Local,3,1.0,1,4.276666119016055,19.008467408854486
Engativa,Casa,5,3.5,1,5.209486152841421,20.261214504208002
Teusaquillo,Casa,4,4.0,0,5.6240175061873385,21.101702272666657
Teusaquillo,Casa,4,4.0,0,5.6240175061873385,21.101702272666657
La Estancia,Apartamento,2,1.0,0,3.8501476017100584,19.162618088681743
El Chicó,Apartamento,3,5.0,0,4.820281565605037,20.47480447764791
Santa Barbara,Apartamento,4,4.0,0,5.5093883366279774,20.772056001115843
El Retiro,Oficina,3,1.0,0,4.07753744390572,19.913584840130515
Santa Barbara,Oficina,3,3.0,0,4.532599493153256,20.21244021318042
Teusaquillo,Casa,4,5.0,1,6.29156913955832,21.193269466192145
Pasadena ,Casa,4,5.0,1,5.594711379601839,20.970125914877936
Usaquén,Casa,7,6.0,1,6.063785208687608,21.12539204378906
Pontevedra ,Casa,4,3.0,1,5.69035945432406,20.818576016750736
Suba,Casa,3,3.0,1,5.703782474656201,21.253894088008582
Usaquén,Casa,6,5.0,1,6.476972362889683,21.97602880544178
Usaquén,Casa,5,4.0,1,5.272999558563747,21.365119723118806
Barrios Unidos,Casa,3,2.0,1,5.739792912179234,21.128730945054574
Niza,Local,3,1.0,0,3.5263605246161616,19.63286757758247
Los Mártires,Local,3,1.0,1,5.159055299214529,19.98929666186621
Suba Tibabuyes,Oficina,3,1.0,0,4.787491742782046,20.5001222856322
La Candelaria,Casa,1,1.0,0,6.154858094016418,21.78797657393884
Suba,Casa,1,1.0,0,5.958424693029782,21.639556568820566
Teusaquillo,Casa,8,9.0,0,5.993961427306569,21.82187812561452
Suba,Casa,4,4.0,1,6.073044534100405,21.35453761378827
Barrios Unidos,Apartamento,3,2.0,1,4.418840607796598,20.21244021318042
Modelia,Apartamento,4,3.0,0,4.90527477843843,20.970125914877936
La Felicidad,Apartamento,3,3.0,0,4.59511985013459,20.661390433228323
Cerros De Suba,Apartamento,3,5.0,1,5.117993812416755,21.094829393378895
Suba,Casa,4,4.0,1,5.459585514144159,20.713205400031793
Portales Del Norte,Apartaestudio,1,1.0,0,3.6375861597263857,19.11382792451231
El Batán,Apartamento,3,3.0,1,4.663439094112067,20.245230036003413
Usaquén,Apartamento,2,3.0,0,4.700480365792417,20.501371505032633
El Chicó,Apartamento,3,4.0,1,5.062595033026967,20.60673202069046
