location,type,bedrooms,bathrooms,parking,log_area,log_price
El Retiro,Apartamento,3,3.0,1,5.2832037287379885,21.349204267812908
Los Mártires,Oficina,3,1.0,1,5.5053315359323625,21.639556568820566
Barrios Unidos,Local,3,2.0,1,4.90527477843843,21.31105250184853
Chapinero,Apartamento,1,2.0,1,4.890349128221754,20.871685842064686
El Retiro,Apartamento,2,3.0,1,5.10594547390058,21.416413017506358
Usaquén,Oficina,3,1.0,1,5.749392985908253,21.73965526535669
Usaquén,Oficina,3,1.0,1,5.318119993844216,21.556174959881517
Suba,Casa,4,4.5,1,5.393627546352362,20.617894210115743
Ciudad Bolívar,Casa,5,3.5,1,5.393627546352362,19.729013563602543
El Retiro,Apartamento,3,3.0,1,4.941642422609304,20.94640938826062
Chico Norte,Oficina,3,2.0,1,5.5093883366279774,21.692056035489774
Usaquén,Oficina,3,1.0,1,3.332204510175204,19.41393251696265
Chico Norte Ii,Oficina,3,1.0,1,4.465908118654584,20.290943274668365
Cedritos,Casa,4,3.0,1,5.123963979403259,20.72326583694641
Usaquén,Apartamento,4,5.0,1,5.981414211254481,21.406362681652855
Chapinero,Oficina,3,2.0,0,5.517452896464707,21.51172319731068
Ciudad Bolívar,Oficina,3,3.0,0,5.4116460518550396,19.06253463012476
Niza,Apartamento,3,5.5,1,5.030437921392435,20.89721914406985
Marly,Local,3,1.0,0,3.970291913552122,19.879295766651882
La Candelaria,Apartamento,1,2.0,0,3.8066624897703196,19.568083196789907
La Candelaria,Apartamento,1,2.0,0,3.6109179126442243,19.3761921889798
Santa Barbara,Apartamento,3,3.0,1,5.153291594497779,20.70306312962889
Usaquén,Casa,5,5.0,1,5.793013608384144,21.180690683985286
Alameda,Oficina,3,1.5,1,6.234410725718371,21.639556568820566
Chapinero Central,Local,3,2.0,0,4.867534450455582,20.08838756451044
Puente Largo,Apartamento,4,3.0,1,5.342334251964811,20.572442947211826
Chapinero Alto,Apartamento,3,3.0,1,4.454347296253507,19.92475814072864
Las Delicias,Casa,2,2.0,0,5.7899601708972535,21.406362681652855
Suba,Apartamento,4,3.0,1,4.804021044733257,20.307750392984744
Engativa,Casa,6,4.0,0,5.135798437050262,20.125428836190792
Usaquén,Apartamento,3,4.0,1,5.6240175061873385,21.032220044673732
Usaquén,Casa,4,3.0,0,5.4116460518550396,20.819484694686953
Chapinero,Oficina,3,2.0,1,5.6240175061873385,21.556174959881517
Barrios Unidos,Oficina,10,5.0,0,5.8998973535824915,21.53375150992359
El Plan,Apartamento,3,3.0,1,4.532599493153256,20.36659089300768
Usaquén,Apartamento,2,1.0,0,3.828641396489095,19.3761921889798
Lagos De Cordoba,Apartamento,3,4.0,1,5.181783550292085,20.94640938826062
Rafael Uribe Uribe,Casa,9,5.0,0,5.493061443340548,20.030118656386467
Usaquén,Apartamento,2,1.0,0,4.382026634673881,20.322788270349285
Modelia,Casa,4,3.0,1,5.278114659230517,20.548912449801634
El Chicó,Local,3,1.0,1,3.58351893845611,19.90228528487658
El Chicó,Oficina,3,1.0,1,3.7376696182833684,19.805724323170605
El Chicó,Apartamento,2,3.0,1,4.653960350157523,20.468373587317622
El Chicó,Oficina,3,1.0,1,3.871201010907891,19.925868635012666
Chapinero,Apartamento,3,4.0,1,5.10594547390058,21.059738073567623
Usaquén,Oficina,3,3.0,1,5.25227342804663,21.639556568820566
Los Rosales,Apartamento,4,5.0,1,6.345636360828596,21.77058483122697
Chico Norte,Oficina,3,1.0,1,4.04305126783455,19.855765269241687
Chapinero,Oficina,3,3.0,1,5.049856007249537,20.375125795457517
El Chicó,Oficina,3,2.0,1,4.584967478670572,20.612334276239128
El Retiro,Oficina,3,3.0,1,5.181783550292085,21.183219130338646
Quinta Camacho,Oficina,3,2.0,0,5.916202062607435,21.88140410492855
Quinta Camacho,Oficina,3,2.0,0,5.916202062607435,21.900381187102465
Cedritos,Apartamento,2,3.0,1,4.454347296253507,20.030118656386467
El Contador,Casa,3,3.0,1,5.0106352940962555,20.21244021318042
Suba,Oficina,3,1.0,0,4.543294782270004,20.387793100658282
Chico Norte Ii,Oficina,3,1.0,0,3.713572066704308,19.312678783257475
Centro Internacional,Oficina,3,2.0,0,3.6888794541139363,19.519293032620475
Santa Fe,Oficina,3,1.0,0,3.6888794541139363,19.209138104316636
El Contador,Apartamento,3,3.0,0,4.663439094112067,20.0789088205559
Cedritos,Casa,3,3.0,1,5.043425116919247,20.40855509210671
El Virrey,Apartamento,2,3.0,1,4.7535901911063645,21.253894088008582
Kennedy,Casa,4,4.0,1,5.484796933490655,20.352202155555577
Usaquén,Casa,3,3.0,1,5.7745515455444085,21.639556568820566
Kennedy,Casa,4,3.0,1,4.204692619390966,20.292482920853956
Santa Barbara,Casa,1,2.0,1,5.739792912179234,21.338451476036646
Teusaquillo,Casa,5,5.0,1,5.7899601708972535,21.128730945054574
Usaquén,Apartamento,3,2.0,1,4.605170185988092,21.552140619384357
Usaquén,Apartamento,3,2.5,1,4.48863636973214,20.307750392984744
Usaquén,Oficina,1,1.0,0,3.044522437723423,18.82614585206053
Quinta Camacho,Oficina,3,2.0,0,4.653960350157523,20.21244021318042
El Retiro,Casa,3,4.0,0,5.66988092298052,21.391095209522067
Quinta Camacho,Casa,1,1.0,0,6.133398042996649,21.78797657393884
Barrios Unidos,Casa,1,5.0,0,5.91350300563827,20.905587393740365
La Calleja,Oficina,3,2.0,0,4.672828834461906,21.193269466192145
Engativa,Local,3,2.0,0,5.19295685089021,20.304715489289592
Galerias,Casa,15,11.0,0,6.0867747269123065,21.128730945054574
Kennedy,Casa,3,4.0,0,4.74493212836325,20.337603356134426
Kennedy,Casa,3,4.0,0,4.74493212836325,20.337603356134426
Chapinero,Apartamento,3,4.0,0,4.867534450455582,21.115307924722433
Quinta Camacho,Oficina,3,2.0,1,5.6240175061873385,21.556174959881517
Usaquén,Apartamento,3,2.0,1,4.330733340286331,19.62964108978934
Usaquén,Apartamento,3,4.0,0,4.897839799950911,21.331939508313308
Usaquén,Apartamento,3,4.0,0,5.0689042022202315,21.50325608866669
Usaquén,Apartamento,3,4.0,0,5.1298987149230735,21.58190287941074
Usaquén,Apartamento,3,4.0,0,4.897839799950911,21.30290383591088
Usaquén,Apartamento,2,3.0,0,4.61512051684126,21.052973099787902
Usaquén,Apartamento,3,4.0,0,5.111987788356544,21.54748119139699
Usaquén,Apartamento,2,3.0,0,4.61512051684126,21.022643498579885
Usaquén,Apartamento,3,4.0,0,5.111987788356544,21.517849393790616
Usaquén,Apartamento,3,4.0,0,4.897839799950911,21.317829486127554
Usaquén,Apartamento,3,4.0,0,5.209486152841421,21.66113878817366
Usaquén,Apartamento,2,3.0,0,4.61512051684126,21.038299179745795
Usaquén,Apartamento,3,4.0,0,5.209486152841421,21.66472945630439
El Chicó,Apartamento,3,3.0,1,5.209486152841421,20.692806629461703
Pasadena ,Apartamento,3,2.0,0,3.4657359027997265,19.69324633974391
Chico Reservado,Apartamento,3,2.0,1,4.90527477843843,20.404437035497793
Bosque De Pinos,Apartamento,4,4.0,1,5.703782474656201,21.186999853178552
Colinas De Suba,Apartamento,3,3.0,1,5.459585514144159,20.818576016750736
Ricaurte,Local,12,8.0,0,5.886104031450156,20.985630101413904
Niza,Casa,4,3.0,0,5.480638923341991,20.617905321288585
Quinta Camacho,Oficina,3,1.0,0,4.74493212836325,20.905587393740365
Alameda,Oficina,3,6.0,0,5.521460917862246,20.518698671205136
Pontevedra ,Oficina,3,1.0,0,3.6375861597263857,19.33697147582652
Fontibón,Apartamento,2,1.0,0,3.9512437185814275,19.0358663830426
Santa Barbara,Oficina,3,1.0,1,5.6240175061873385,19.552082855443466
Teusaquillo,Apartamento,3,2.0,1,4.6913478822291435,20.125428836190792
Suba,Casa,3,3.0,1,5.991464547107982,21.253894088008582
Chapinero,Casa,11,13.0,1,6.349138991379798,21.917188305418847
Engativa,Apartamento,3,2.0,0,4.624972813284271,20.671972542558862
Chico Norte,Oficina,3,1.0,1,3.9512437185814275,20.36659089300768
Niza,Local,3,3.0,1,6.476972362889683,18.82614585206053
Barrios Unidos,Local,5,3.0,0,5.968707559985366,21.253894088008582
Barrios Unidos,Casa,5,2.0,0,6.440946540632921,21.901920833288056
Usaquén,Apartamento,4,3.0,1,4.990432586778736,20.394761769974377
Usaquén,Casa,4,4.0,1,5.6240175061873385,20.40855509210671
Chico Norte,Oficina,3,2.0,1,5.703782474656201,21.02337042939675
El Retiro,Apartamento,2,3.0,0,5.6240175061873385,21.678777281973847
Santa Teresa,Apartamento,3,2.0,1,4.276666119016055,19.729013563602543
Galerias,Oficina,1,1.0,0,3.4011973816621555,19.33697147582652
Bella Suiza,Apartamento,3,3.0,1,5.14166355650266,20.71321550109291
Santa Barbara,Oficina,3,3.0,0,5.6240175061873385,20.98870230045087
Usaquén,Apartamento,1,1.0,0,4.0943445622221,20.026110634988928
Quinta Camacho,Oficina,3,2.0,0,5.916202062607435,21.852083967671586
Quinta Camacho,Oficina,3,2.0,0,5.916202062607435,21.926838561251007
Kennedy,Casa,5,4.0,0,5.703782474656201,20.560746907448635
Las Aguas,Casa,9,3.0,0,5.6240175061873385,21.947041268568526
Centro Internacional,Local,3,2.0,0,5.099866427824199,20.671972542558862
Turingia,Apartamento,3,2.0,1,4.290459441148391,19.583831553758046
Suba Tibabuyes,Casa,8,3.0,1,4.499809670330265,19.96824325266838
Santa Barbara,Oficina,1,1.0,0,3.7612001156935624,20.049921283682647
Chico Navarra,Apartamento,2,2.0,1,5.6240175061873385,20.5001222856322
Usaquén,Apartamento,4,3.5,1,5.135798437050262,20.70306312962889
San Diego,Local,3,1.0,1,5.572154032177765,20.809443533187462
El Chicó,Oficina,3,1.0,1,3.970291913552122,20.413147271617795
Galerias,Casa,3,3.0,0,5.7745515455444085,21.128730945054574
Suba,Casa,3,3.0,0,4.584967478670572,20.16114691879287
Engativa,Casa,8,4.0,0,5.6240175061873385,20.292482920853956
Chapinero Central,Apartamento,2,3.0,0,4.584967478670572,20.069339369539748
La Uribe,Apartamento,3,2.0,1,4.6913478822291435,20.394761769974377
Barrancas,Oficina,3,2.0,0,5.7430031878094825,21.583620936490263
Santa Fe,Local,3,2.0,0,6.476972362889683,21.97602880544178
Marly,Local,3,2.0,0,3.912023005428146,19.80196256324871
Pasadena ,Apartamento,2,2.0,1,4.127134385045092,19.98929666186621
El Contador,Apartamento,3,3.0,1,4.564348191467836,20.19563309486404
Chapinero,Apartamento,1,2.0,1,4.276666119016055,20.125428836190792
Santa Barbara,Oficina,3,2.0,0,4.663439094112067,20.671972542558862
Marly,Oficina,3,1.0,0,4.0943445622221,19.967647330461155
El Chicó,Apartamento,3,2.0,1,4.430816798843313,20.204071963509904
Barrios Unidos,Apartaestudio,1,1.0,0,2.9444389791664403,19.162618088681743
Chapinero,Apartamento,3,5.0,1,5.1647859739235145,21.2240411248589
Colinas De Suba,Apartamento,3,4.0,0,5.10594547390058,20.96228273741691
San Patricio,Apartamento,3,3.0,1,4.804021044733257,20.43558376449463
Chico Reservado,Oficina,3,2.0,0,5.707110264748875,21.712249254214008
Santa Barbara,Apartamento,3,2.0,0,4.174387269895637,19.40649753847513
Fontibón,Apartamento,2,2.0,1,4.143134726391533,19.67344371244773
Chapinero,Apartamento,2,2.0,1,4.51085950651685,20.578240064896153
San Diego,Oficina,3,2.0,1,6.263398262591624,21.77058483122697
Villemar,Apartamento,3,2.0,1,3.970291913552122,19.162618088681743
Colina Campestre,Local,3,4.0,1,5.493061443340548,21.02337042939675
Bella Suiza,Apartamento,2,2.0,0,5.6240175061873385,20.352202155555577
Chico Reservado,Oficina,3,2.0,0,5.707110264748875,21.712063259607316
Chico Norte,Apartaestudio,1,1.0,0,3.1354942159291497,19.879295766651882
Suba,Casa,6,3.0,1,4.0943445622221,20.237132825770793
Barrios Unidos,Casa,5,2.0,1,5.958424693029782,21.51172319731068
Santa Barbara,Apartamento,3,3.5,1,5.3471075307174685,20.461901072812005
Chico Navarra,Apartamento,2,3.0,1,4.454347296253507,20.661390433228323
La Calleja,Apartamento,1,1.0,0,5.6240175061873385,20.169880598761626
Teusaquillo,Local,3,3.0,0,6.173786103901937,20.98716738073279
Puente Aranda,Apartamento,3,1.0,0,3.8918202981106265,19.450300161133523
Puente Largo,Oficina,3,1.0,0,2.302585092994046,18.078190435005588
Kennedy,Casa,6,4.0,0,5.049856007249537,20.985630101413904
Chapinero Alto,Apartamento,3,3.0,1,4.584967478670572,19.98929666186621
Chico Norte Ii,Oficina,3,2.0,1,4.663439094112067,20.67617422941256
El Virrey,Oficina,3,2.0,1,4.6913478822291435,21.02337042939675
Chico Norte Ii,Oficina,3,2.0,1,4.897839799950911,20.910574935251404
Mazuren,Oficina,3,2.0,1,4.442651256490317,20.44882899124465
Barrancas,Oficina,3,2.0,1,4.867534450455582,20.560746907448635
Chico Norte Ii,Local,3,2.0,1,3.828641396489095,20.43558376449463
El Retiro,Apartamento,1,1.0,1,3.6635616461296463,19.410221937566114
San Patricio,Apartamento,2,3.0,1,5.6240175061873385,20.536936258754917
Cabrero,Apartamento,2,3.0,0,5.6240175061873385,21.380785839863204
Suba,Apartamento,1,2.0,1,4.189654742026425,20.31113254584015
Pasadena ,Casa,5,3.0,1,5.493061443340548,20.985630101413904
Suba,Casa,3,4.0,1,5.6240175061873385,21.059738073567623
Alhambra,Casa,4,3.0,0,5.6240175061873385,20.461901072812005
Suba,Casa,3,3.0,1,5.1298987149230735,20.43558376449463
Barrios Unidos,Apartamento,2,3.0,1,4.356708826689592,20.125428836190792
Teusaquillo,Oficina,1,2.0,0,3.1780538303479458,18.31532022829454
San Cristobal,Local,3,2.0,1,5.384495062789089,20.735624157353353
Chapinero Central,Oficina,3,2.0,0,4.418840607796598,20.11518013355646
Bella Suiza,Apartamento,3,2.0,0,5.6240175061873385,20.307750392984744
Las Aguas,Local,3,2.0,0,3.1780538303479458,18.44165170808503
Suba,Casa,3,4.0,1,4.927253685157205,19.92475814072864
Barrancas,Oficina,3,2.0,1,6.12029741895095,21.886416646752092
Usaquén,Oficina,3,2.0,1,5.6240175061873385,19.54561034093785
Americas Occidental,Casa,6,3.0,1,5.393627546352362,20.43558376449463
Usaquén,Local,3,2.0,1,5.820082930352362,20.777646061857514
Chico Norte Ii,Oficina,3,2.0,1,5.247024072160486,21.144079222001373
Chico Norte Ii,Oficina,3,2.0,1,5.19295685089021,21.08929687580917
Engativa,Oficina,3,2.0,1,5.225746673713202,21.128730945054574
Centro Internacional,Local,3,2.0,0,3.367295829986474,19.599335740294013
Usaquén,Local,3,2.0,1,5.10594547390058,20.985630101413904
Prado Veraniego,Local,3,2.0,0,5.5093883366279774,20.93433680702635
Los Rosales,Apartamento,3,3.0,0,5.393627546352362,21.038076576786445
Santa Barbara,Oficina,3,2.0,1,4.110873864173311,20.307750392984744
Los Mártires,Apartamento,3,1.5,0,4.653960350157523,19.162618088681743
Kennedy,Casa,3,2.0,0,5.6240175061873385,19.92475814072864
El Chicó,Oficina,3,2.0,1,4.04305126783455,20.337603356134426
Engativa,Oficina,3,2.0,1,5.3230099791384085,21.692149018939737
Engativa,Oficina,3,2.0,1,4.820281565605037,20.72326583694641
Suba,Oficina,3,2.0,1,3.713572066704308,20.125428836190792
Santa Fe,Oficina,3,2.0,0,3.828641396489095,19.33697147582652
Suba,Casa,5,6.0,1,6.315358001522335,21.886416646752092
Engativa,Casa,8,4.0,0,5.641907070938114,20.401682212818947
Engativa,Casa,8,4.0,0,5.641907070938114,20.401682212818947
Barrios Unidos,Apartamento,3,3.0,0,5.135798437050262,21.193269466192145
Alameda,Apartamento,3,3.0,1,5.6240175061873385,20.434249541481492
El Batán,Apartamento,4,4.0,1,5.298317366548036,20.905587393740365
Teusaquillo,Oficina,3,2.0,1,3.9512437185814275,20.337603356134426
El Tunal,Local,3,1.0,0,3.4657359027997265,19.209138104316636
El Tunal,Local,3,1.0,0,3.58351893845611,19.304448284120962
Chapinero Central,Oficina,3,1.0,0,3.58351893845611,19.06253463012476
Niza,Apartamento,3,2.0,0,4.219507705176107,20.183697744314767
Chapinero,Apartamento,3,4.0,1,5.521460917862246,21.161520767877565
Chapinero,Apartamento,3,3.0,1,5.424950017481403,21.128730945054574
El Chicó,Oficina,3,2.0,1,4.174387269895637,19.98929666186621
Alameda,Apartamento,1,1.0,0,3.6375861597263857,19.69911145919631
Quinta Camacho,Oficina,3,2.0,0,4.718498871295094,20.617905321288585
Chico Norte,Oficina,3,2.0,1,5.135798437050262,21.174341456306628
Kennedy,Local,3,2.0,1,6.369900982828227,21.659359196116746
Quinta Camacho,Oficina,3,1.0,0,5.6240175061873385,19.98929666186621
Suba,Apartamento,3,2.0,1,4.330733340286331,20.430236158168036
Suba,Apartamento,3,3.0,1,4.454347296253507,20.566612026901034
Suba,Apartamento,3,3.0,1,4.477336814478207,20.624549864007253
Engativa,Casa,3,4.5,0,5.480638923341991,20.524814898222573
Engativa,Casa,3,4.5,0,5.480638923341991,20.524814898222573
Niza,Casa,4,4.5,1,5.272999558563747,20.772056001115843
Usaquén,Apartamento,4,3.0,0,5.337538079701318,20.905587393740365
Metropolis,Oficina,3,2.0,1,3.8066624897703196,19.92475814072864
Fontibón,Oficina,3,2.0,0,5.6240175061873385,21.059738073567623
Quinta Camacho,Apartamento,3,5.0,0,5.5134287461649825,20.71321550109291
Cedritos,Casa,3,3.0,1,4.77912349311153,20.21244021318042
Ciudad Bolívar,Local,3,2.0,0,4.969813299576001,21.365119723118806
Chico Norte Ii,Apartamento,5,5.0,0,5.111987788356544,21.193269466192145
Chapinero,Apartamento,2,3.0,0,4.7535901911063645,21.253894088008582
Normandia,Local,3,2.0,0,4.61512051684126,20.14344734169347
Santa Barbara,Apartamento,3,4.0,1,4.700480365792417,20.09777730486028
Santa Barbara,Apartamento,3,3.0,0,4.948759890378168,21.366713281151533
Santa Barbara,Apartamento,2,3.0,0,4.770684624465665,21.198337005125197
Niza,Apartamento,2,2.0,1,5.6240175061873385,20.43558376449463
Usaquén,Apartamento,2,2.0,0,4.605170185988092,20.905587393740365
Cerros De Suba,Apartamento,4,6.0,0,5.583496308781699,21.678777281973847
Pasadena ,Casa,11,13.0,1,5.493061443340548,21.128730945054574
Chapinero,Apartamento,2,3.0,0,5.181783550292085,21.253894088008582
El Chicó,Oficina,3,1.0,1,4.48863636973214,20.380775527999635
Usaquén,Oficina,3,1.0,0,3.58351893845611,18.643824295266576
Barrios Unidos,Casa,16,2.0,0,5.075173815233827,21.05256958408901
Chapinero,Apartamento,3,2.0,0,5.318119993844216,21.038076576786445
Usaquén,Apartamento,3,2.0,0,4.969813299576001,20.487543503425343
Kennedy,Local,4,10.0,0,6.366470447731438,21.598734574300313
San Patricio,Oficina,3,1.0,0,3.713572066704308,19.519293032620475
San Patricio,Oficina,3,1.0,0,3.713572066704308,19.519293032620475
Kennedy,Casa,9,6.0,1,6.148468295917647,20.905587393740365
Chico Reservado,Oficina,3,2.0,0,4.919980925828125,21.67097771349531
El Chicó,Oficina,3,1.0,1,4.6913478822291435,20.617905321288585
La Calleja,Apartamento,4,4.0,1,5.459585514144159,21.253894088008582
Chapinero Central,Apartamento,2,3.0,1,4.663439094112067,20.352202155555577
Ciudad Bolívar,Local,3,2.0,0,4.727387818712341,21.266171354175814
Santa Barbara,Apartamento,2,3.0,0,4.663439094112067,21.042797895551736
Santa Barbara,Apartamento,4,4.0,0,5.6240175061873385,20.985630101413904
Colinas De Suba,Apartamento,3,4.0,0,5.3230099791384085,21.161520767877565
Santa Barbara,Apartamento,2,2.0,0,5.6240175061873385,20.030118656386467
Usme,Local,3,2.0,0,0.0,20.231487372175735
San Patricio,Apartamento,3,3.0,1,4.927253685157205,20.5001222856322
Teusaquillo,Casa,6,4.0,0,6.049733455231958,21.556174959881517
Usaquén,Apartamento,3,4.0,0,5.4680601411351315,21.27715095017285
Teusaquillo,Casa,29,6.0,0,6.056784013228625,21.556174959881517
Barrios Unidos,Casa,10,7.0,0,5.857933154483459,21.128730945054574
Nueva Autopista,Apartamento,1,2.0,0,3.6375861597263857,19.83166771766263
Santa Fe,Oficina,3,1.0,0,3.912023005428146,19.552082855443466
Niza,Apartamento,3,2.0,0,4.68213122712422,20.17853866150474
El Batán,Casa,4,5.0,0,5.1647859739235145,20.617905321288585
Santa Teresa,Apartamento,3,2.0,0,4.356708826689592,19.855765269241687
Teusaquillo,Casa,6,3.0,1,5.777652323222656,21.556174959881517
Santa Barbara,Apartamento,2,2.0,0,5.6240175061873385,19.879295766651882
El Contador,Apartamento,3,2.5,1,4.59511985013459,20.43558376449463
Palermo,Local,3,1.0,0,2.70805020110221,18.683045008419857
Usaquén,Casa,3,3.0,0,4.990432586778736,20.36659089300768
Kennedy,Local,3,1.0,0,4.820281565605037,19.008467408854486
Alameda,Apartamento,1,1.0,1,3.1354942159291497,19.266549011529975
Los Mártires,Casa,6,2.5,0,5.4510384535657,20.5001222856322
Americas Occidental,Casa,3,2.0,1,5.081404364984463,20.40855509210671
Alhambra,Casa,4,3.0,1,5.697093486505405,21.242059630361577
El Chicó,Apartamento,4,5.0,1,5.916202062607435,21.639556568820566
Usaquén,Apartamento,3,2.0,1,3.9512437185814275,19.296149481306266
Normandia,Local,3,1.0,0,3.6109179126442243,19.644456175574483
Usaquén,Apartamento,4,5.0,0,5.393627546352362,21.128730945054574
Santa Barbara,Apartamento,4,6.0,0,5.697093486505405,21.12204195690378
Teusaquillo,Oficina,9,8.0,0,5.575949103146316,20.322788270349285
El Chicó,Apartamento,3,3.0,0,5.170483995038151,21.193269466192145
La Calleja,Casa,4,7.0,0,5.991464547107982,21.416413017506358
La Candelaria,Oficina,3,1.0,0,4.127134385045092,19.67344371244773
Chapinero,Oficina,3,1.0,0,3.367295829986474,19.06253463012476
Centro Internacional,Oficina,3,1.0,0,3.9889840465642745,19.67344371244773
Barrios Unidos,Apartamento,3,5.0,1,4.941642422609304,20.43558376449463
Usaquén,Apartamento,4,4.0,0,5.793013608384144,21.97602880544178
